bailable,energia,valencia,popularidad,tempo,genero
0.588,0.522,0.584,59,66.024,4
0.83,0.783,0.814,10,102.823,4
0.837,0.859,0.632,46,102.788,4
0.867,0.432,0.88,10,94.017,4
0.829,0.652,0.726,53,99.581,4
0.833,0.681,0.887,65,95.48,4
0.769,0.534,0.895,38,81.729,4
0.617,0.678,0.656,38,132.313,4
0.698,0.515,0.776,29,144.174,4
0.764,0.732,0.652,41,89.976,4
0.712,0.86,0.664,17,110.137,4
0.71,0.817,0.928,18,113.874,4
0.742,0.708,0.869,16,112.915,4
0.911,0.913,0.834,15,114.052,4
0.906,0.382,0.63,26,126.073,4
0.804,0.864,0.765,34,105.414,4
0.817,0.504,0.895,22,108.752,4
0.814,0.7,0.903,22,111.416,4
0.821,0.79,0.656,31,115.214,4
0.614,0.752,0.444,45,95.018,4
0.808,0.535,0.611,44,95.0,4
0.772,0.686,0.347,53,98.0,4
0.764,0.594,0.695,52,87.261,4
0.67,0.716,0.722,26,172.635,4
0.531,0.479,0.452,18,189.092,4
0.699,0.492,0.388,62,117.907,4
0.615,0.514,0.822,63,175.849,4
0.833,0.338,0.73,47,81.822,4
0.664,0.56,0.633,30,124.811,4
0.607,0.497,0.407,47,125.951,4
0.91,0.661,0.577,40,103.33,4
0.806,0.786,0.859,28,108.356,4
0.724,0.613,0.709,32,104.077,4
0.717,0.91,0.648,15,113.728,4
0.749,0.845,0.763,15,114.414,4
0.758,0.785,0.518,12,108.296,4
0.59,0.699,0.63,59,188.269,4
0.62,0.445,0.587,53,202.134,4
0.748,0.799,0.795,41,105.569,4
0.653,0.976,0.447,52,105.575,4
0.788,0.774,0.784,35,110.491,4
0.675,0.983,0.717,29,111.904,4
0.633,0.931,0.676,50,109.116,4
0.826,0.709,0.779,40,109.869,4
0.884,0.96,0.617,58,116.273,4
0.676,0.758,0.679,32,102.727,4
0.724,0.939,0.758,19,105.733,4
0.796,0.838,0.388,13,115.577,4
0.702,0.733,0.859,11,102.829,4
0.767,0.774,0.622,17,108.014,4
0.73,0.782,0.921,13,102.93,4
0.775,0.832,0.633,27,104.973,4
0.609,0.715,0.911,23,208.209,4
0.67,0.679,0.563,13,104.883,4
0.65,0.496,0.576,51,115.775,4
0.764,0.525,0.787,60,95.813,4
0.402,0.205,0.42,56,143.994,4
0.654,0.817,0.649,41,90.063,4
0.592,0.499,0.863,53,125.824,4
0.507,0.709,0.36,36,135.813,4
0.707,0.644,0.576,35,97.124,4
0.612,0.542,0.433,39,76.744,4
0.555,0.543,0.359,47,164.021,4
0.69,0.651,0.275,28,113.1,4
0.668,0.77,0.611,40,92.079,4
0.603,0.782,0.731,53,124.303,4
0.722,0.867,0.651,29,107.81,4
0.577,0.566,0.579,16,76.059,4
0.69,0.528,0.74,18,88.032,4
0.684,0.673,0.798,22,82.988,4
0.571,0.434,0.15,31,75.016,4
0.807,0.651,0.829,47,91.028,4
0.635,0.33,0.29,38,139.896,4
0.771,0.625,0.701,14,94.756,4
0.705,0.511,0.581,58,82.011,4
0.747,0.62,0.517,30,111.545,4
0.851,0.75,0.623,34,127.885,4
0.822,0.482,0.868,48,103.018,4
0.654,0.555,0.644,26,161.613,4
0.469,0.594,0.485,56,167.223,4
0.699,0.506,0.356,19,113.172,4
0.396,0.403,0.239,43,105.65,4
0.718,0.477,0.382,51,109.99,4
0.767,0.839,0.461,43,98.055,4
0.496,0.298,0.705,32,203.824,4
0.68,0.636,0.787,18,151.296,4
0.776,0.492,0.312,26,96.071,4
0.798,0.616,0.96,38,78.884,4
0.733,0.395,0.661,58,96.085,4
0.83,0.414,0.556,44,99.234,4
0.773,0.627,0.885,27,77.038,4
0.843,0.371,0.363,40,126.043,4
0.833,0.675,0.968,37,129.987,4
0.794,0.783,0.784,48,117.112,4
0.927,0.832,0.958,53,115.384,4
0.708,0.681,0.814,49,111.574,4
0.754,0.857,0.785,57,114.144,4
0.777,0.834,0.967,43,120.332,4
0.787,0.63,0.882,61,125.347,4
0.706,0.8,0.931,31,103.074,4
0.788,0.793,0.544,14,114.416,4
0.943,0.708,0.581,56,112.959,4
0.788,0.522,0.923,54,111.578,4
0.756,0.57,0.767,26,97.92,4
0.834,0.53,0.641,24,107.075,4
0.674,0.922,0.748,11,115.915,4
0.733,0.808,0.942,12,112.312,4
0.751,0.601,0.772,22,104.414,4
0.719,0.432,0.768,13,100.967,4
0.685,0.874,0.903,30,109.861,4
0.518,0.807,0.781,42,199.979,4
0.588,0.856,0.781,57,97.968,4
0.762,0.646,0.819,48,95.992,4
0.518,0.9,0.872,66,115.029,4
0.773,0.668,0.672,18,107.193,4
0.693,0.733,0.899,34,100.191,4
0.651,0.753,0.915,18,87.052,4
0.733,0.785,0.601,35,110.002,4
0.963,0.822,0.908,42,118.499,4
0.756,0.593,0.64,24,104.129,4
0.908,0.901,0.422,19,98.332,4
0.549,0.744,0.823,32,202.461,4
0.752,0.751,0.963,33,106.8,4
0.825,0.892,0.799,15,107.993,4
0.704,0.707,0.761,66,93.145,4
0.698,0.533,0.275,60,134.001,4
0.893,0.433,0.675,56,86.01,4
0.796,0.515,0.9,51,93.278,4
0.839,0.621,0.855,50,98.015,4
0.684,0.687,0.752,38,91.201,4
0.547,0.59,0.442,21,126.11,4
0.593,0.479,0.652,46,155.913,4
0.609,0.551,0.512,43,127.956,4
0.532,0.53,0.295,26,157.815,4
0.763,0.84,0.748,66,92.477,4
0.856,0.904,0.855,62,99.247,4
0.749,0.679,0.672,58,85.04,4
0.865,0.705,0.508,42,82.01,4
0.809,0.808,0.763,26,91.952,4
0.765,0.68,0.772,44,93.059,4
0.769,0.646,0.432,61,90.079,4
0.519,0.606,0.391,51,88.91,4
0.555,0.532,0.434,38,168.123,4
0.622,0.463,0.576,37,78.071,4
0.375,0.504,0.19,27,127.705,4
0.852,0.658,0.839,41,137.986,4
0.662,0.536,0.305,35,111.86,4
0.756,0.91,0.598,19,107.755,4
0.595,0.552,0.647,19,171.952,4
0.697,0.681,0.82,60,77.847,4
0.813,0.544,0.699,51,146.073,4
0.549,0.853,0.346,72,94.695,4
0.692,0.833,0.692,70,96.814,4
0.87,0.653,0.755,51,94.84,4
0.581,0.505,0.131,40,135.594,4
0.617,0.578,0.518,17,90.502,4
0.795,0.817,0.747,21,113.15,4
0.479,0.549,0.576,72,180.985,4
0.787,0.72,0.538,60,121.003,4
0.826,0.566,0.653,66,99.13,4
0.817,0.552,0.808,66,102.011,4
0.722,0.639,0.324,63,90.972,4
0.903,0.519,0.596,60,101.561,4
0.887,0.416,0.761,13,94.013,4
0.857,0.867,0.918,49,104.382,4
0.712,0.511,0.412,45,117.896,4
0.862,0.479,0.925,71,109.878,4
0.649,0.445,0.335,45,123.767,4
0.764,0.41,0.43,46,110.158,4
0.685,0.62,0.372,53,82.52,4
0.665,0.452,0.304,44,136.12,4
0.658,0.414,0.267,41,143.706,4
0.799,0.514,0.454,56,125.104,4
0.542,0.561,0.631,28,168.331,4
0.697,0.504,0.618,35,93.028,4
0.69,0.505,0.793,32,87.889,4
0.796,0.434,0.625,40,112.213,4
0.677,0.481,0.246,29,134.01,4
0.749,0.903,0.728,19,121.968,4
0.701,0.7,0.567,43,120.618,4
0.52,0.449,0.364,56,189.243,4
0.609,0.905,0.878,56,121.434,4
0.503,0.403,0.145,17,84.343,4
0.706,0.537,0.775,57,203.746,4
0.754,0.496,0.701,52,89.97,4
0.758,0.915,0.786,35,148.798,4
0.761,0.627,0.891,18,109.821,4
0.578,0.447,0.783,36,170.775,4
0.648,0.369,0.306,36,108.487,4
0.922,0.573,0.66,41,93.929,4
0.71,0.312,0.535,27,108.262,4
0.704,0.445,0.557,32,88.111,4
0.746,0.816,0.634,21,110.074,4
0.836,0.793,0.887,38,106.005,4
0.571,0.9,0.93,39,98.138,4
0.678,0.47,0.686,41,93.144,4
0.767,0.776,0.608,56,111.686,4
0.795,0.333,0.967,40,114.764,4
0.739,0.675,0.643,33,100.054,4
0.818,0.801,0.58,15,119.707,4
0.808,0.745,0.655,15,96.744,4
0.905,0.604,0.899,41,109.196,4
0.813,0.569,0.636,34,100.974,4
0.873,0.767,0.833,16,111.998,4
0.661,0.711,0.888,48,116.84,4
0.79,0.591,0.725,27,107.197,4
0.749,0.73,0.676,23,119.975,4
0.8,0.66,0.576,16,112.592,4
0.803,0.759,0.957,24,119.068,4
0.788,0.778,0.596,34,106.273,4
0.808,0.765,0.94,30,106.957,4
0.796,0.735,0.806,37,108.234,4
0.787,0.899,0.536,45,101.098,4
0.858,0.813,0.818,26,113.247,4
0.761,0.727,0.739,43,103.013,4
0.873,0.859,0.542,19,104.196,4
0.78,0.868,0.773,42,106.069,4
0.679,0.859,0.893,23,99.845,4
0.673,0.993,0.68,10,111.599,4
0.767,0.883,0.663,12,111.984,4
0.812,0.885,0.769,22,108.124,4
0.834,0.908,0.801,51,107.931,4
0.839,0.89,0.575,51,103.652,4
0.72,0.891,0.7,43,119.976,4
0.801,0.693,0.742,44,113.137,4
0.657,0.79,0.654,26,104.874,4
0.846,0.396,0.841,44,114.045,4
0.744,0.677,0.674,37,119.386,4
0.737,0.628,0.49,30,177.853,4
0.695,0.721,0.746,36,117.993,4
0.847,0.76,0.863,19,105.983,4
0.832,0.666,0.81,23,109.536,4
0.786,0.745,0.946,35,114.951,4
0.813,0.626,0.905,36,104.345,4
0.761,0.496,0.384,25,93.762,4
0.839,0.823,0.554,31,101.591,4
0.73,0.731,0.649,43,131.396,4
0.828,0.654,0.817,56,95.254,4
0.58,0.596,0.653,54,74.033,4
0.824,0.594,0.546,34,97.983,4
0.629,0.518,0.632,36,92.042,4
0.87,0.92,0.852,30,99.123,4
0.677,0.658,0.681,58,107.97,4
0.604,0.417,0.558,55,74.57,4
0.72,0.657,0.657,60,172.168,4
0.614,0.369,0.733,61,143.319,4
0.658,0.711,0.614,66,172.365,4
0.733,0.566,0.775,53,141.94,4
0.726,0.501,0.582,59,128.099,4
0.798,0.577,0.835,51,128.82,4
0.713,0.503,0.211,54,95.019,4
0.623,0.722,0.653,54,138.357,4
0.34,0.336,0.0932,52,142.631,4
0.698,0.434,0.386,50,130.295,4
0.71,0.545,0.632,55,140.233,4
0.725,0.279,0.471,57,119.787,4
0.494,0.495,0.233,45,126.515,4
0.7,0.254,0.408,53,91.437,4
0.692,0.465,0.532,45,122.089,4
0.629,0.511,0.181,70,128.038,4
0.637,0.678,0.426,48,77.928,4
0.854,0.543,0.868,60,103.032,4
0.704,0.725,0.761,58,92.183,4
0.681,0.534,0.343,43,120.101,4
0.606,0.534,0.328,59,130.945,4
0.64,0.427,0.529,71,149.703,4
0.64,0.433,0.25,53,176.086,4
0.864,0.869,0.93,41,100.011,4
0.627,0.647,0.521,47,91.015,4
0.543,0.667,0.559,49,169.633,4
0.685,0.696,0.65,50,160.017,4
0.537,0.413,0.22,49,127.77,4
0.596,0.661,0.86,67,129.491,4
0.594,0.521,0.789,47,167.569,4
0.733,0.521,0.525,60,112.913,4
0.598,0.531,0.438,40,81.482,4
0.632,0.356,0.197,50,131.28,4
0.863,0.476,0.783,46,115.459,4
0.742,0.366,0.401,44,109.865,4
0.659,0.759,0.74,53,116.943,4
0.863,0.538,0.877,58,118.931,4
0.723,0.546,0.591,39,94.645,4
0.744,0.574,0.805,61,86.278,4
0.421,0.323,0.16,45,72.288,4
0.779,0.715,0.621,44,126.036,4
0.583,0.435,0.292,57,72.01,4
0.802,0.461,0.74,54,90.995,4
0.751,0.761,0.661,40,111.819,4
0.792,0.454,0.0599,39,108.415,4
0.73,0.756,0.827,46,123.604,4
0.739,0.566,0.739,62,114.045,4
0.8,0.53,0.804,40,93.956,4
0.661,0.346,0.256,71,129.752,4
0.546,0.352,0.39,57,69.199,4
0.881,0.8,0.691,45,106.403,4
0.733,0.689,0.888,38,111.695,4
0.668,0.872,0.868,14,165.147,4
0.706,0.682,0.706,37,96.068,4
0.693,0.81,0.532,36,102.494,4
0.441,0.832,0.6,49,103.765,4
0.715,0.879,0.661,28,107.088,4
0.793,0.838,0.671,10,114.117,4
0.77,0.636,0.647,32,111.856,4
0.884,0.887,0.56,10,114.064,4
0.494,0.511,0.506,53,168.255,4
0.695,0.316,0.828,52,75.157,4
0.646,0.409,0.63,49,119.723,4
0.68,0.381,0.701,45,82.186,4
0.609,0.715,0.705,36,166.048,4
0.758,0.844,0.766,43,120.571,4
0.789,0.826,0.753,25,110.943,4
0.765,0.831,0.809,53,100.026,4
0.516,0.343,0.376,33,177.108,4
0.759,0.639,0.706,49,116.207,4
0.693,0.714,0.588,25,106.74,4
0.559,0.365,0.534,50,74.802,4
0.742,0.422,0.592,61,134.624,4
0.813,0.771,0.787,24,110.947,4
0.705,0.913,0.665,43,114.959,4
0.896,0.578,0.364,24,102.001,4
0.764,0.878,0.825,40,112.37,4
0.827,0.596,0.899,30,118.73,4
0.362,0.486,0.275,13,74.77,4
0.722,0.661,0.643,48,126.007,4
0.571,0.232,0.207,58,128.785,4
0.904,0.512,0.788,19,107.886,4
0.579,0.228,0.184,39,92.439,4
0.87,0.366,0.819,48,96.74,4
0.566,0.335,0.317,56,87.617,4
0.709,0.824,0.867,80,118.814,4
0.76,0.612,0.592,32,110.36,4
0.936,0.432,0.915,37,109.18,4
0.707,0.814,0.697,49,121.92,4
0.636,0.264,0.264,63,99.304,4
0.309,0.93,0.376,61,195.815,4
0.731,0.75,0.639,60,135.406,4
0.806,0.954,0.701,52,115.229,4
0.866,0.73,0.625,68,118.523,4
0.759,0.616,0.832,17,100.133,4
0.711,0.951,0.903,57,121.656,4
0.701,0.891,0.747,41,119.966,4
0.428,0.409,0.0611,43,77.906,4
0.92,0.402,0.957,49,99.91,4
0.784,0.787,0.897,26,113.707,4
0.54,0.489,0.336,63,130.984,4
0.729,0.989,0.84,70,126.47,4
0.625,0.644,0.638,43,147.435,4
0.745,0.453,0.523,40,109.616,4
0.741,0.842,0.86,30,112.318,4
0.592,0.2,0.382,47,172.647,4
0.701,0.515,0.549,54,197.768,4
0.621,0.583,0.452,53,137.534,4
0.772,0.822,0.526,58,97.718,4
0.802,0.522,0.833,38,93.929,4
0.758,0.827,0.506,41,97.515,4
0.644,0.623,0.821,17,83.191,4
0.755,0.899,0.748,15,111.366,4
0.322,0.25,0.352,45,137.714,4
0.832,0.453,0.783,49,122.363,4
0.765,0.738,0.625,35,105.963,4
0.733,0.65,0.811,35,100.567,4
0.721,0.803,0.786,32,105.12,4
0.697,0.762,0.789,18,101.965,4
0.594,0.67,0.884,14,205.696,4
0.654,0.873,0.317,22,118.239,4
0.753,0.737,0.365,28,116.858,4
0.721,0.726,0.727,29,103.045,4
0.767,0.825,0.678,22,116.195,4
0.723,0.797,0.63,25,111.977,4
0.791,0.539,0.848,11,105.251,4
0.694,0.67,0.769,14,123.465,4
0.789,0.762,0.619,39,104.584,4
0.71,0.749,0.819,39,103.852,4
0.648,0.709,0.688,11,99.887,4
0.72,0.766,0.693,27,107.101,4
0.56,0.86,0.593,44,155.864,4
0.842,0.686,0.785,33,113.12,4
0.744,0.753,0.377,10,105.873,4
0.848,0.552,0.841,11,106.931,4
0.813,0.693,0.618,62,103.508,4
0.779,0.746,0.794,37,105.061,4
0.782,0.73,0.699,17,109.593,4
0.959,0.694,0.628,18,107.375,4
0.814,0.847,0.671,20,105.403,4
0.866,0.729,0.749,10,105.935,4
0.941,0.904,0.741,10,102.885,4
0.876,0.862,0.915,52,118.396,4
0.89,0.523,0.704,16,102.313,4
0.743,0.584,0.818,18,91.914,4
0.841,0.674,0.652,28,92.22,4
0.741,0.719,0.92,15,93.655,4
0.826,0.649,0.554,14,97.399,4
0.661,0.61,0.828,25,78.035,4
0.82,0.638,0.777,17,99.97,4
0.833,0.674,0.679,24,100.005,4
0.675,0.532,0.767,30,84.102,4
0.847,0.435,0.692,41,97.977,4
0.661,0.714,0.79,16,75.025,4
0.741,0.606,0.536,37,81.889,4
0.695,0.525,0.23,26,126.087,4
0.744,0.702,0.967,15,142.021,4
0.728,0.636,0.821,56,96.512,4
0.876,0.476,0.582,35,97.528,4
0.714,0.572,0.909,30,191.111,4
0.779,0.477,0.546,37,88.987,4
0.77,0.403,0.448,36,82.626,4
0.759,0.536,0.842,29,90.073,4
0.762,0.802,0.413,49,95.426,4
0.786,0.678,0.811,42,105.468,4
0.73,0.552,0.613,14,168.091,4
0.756,0.759,0.522,26,96.843,4
0.767,0.551,0.796,18,100.904,4
0.608,0.76,0.366,43,168.211,4
0.767,0.759,0.677,52,89.989,4
0.755,0.562,0.631,24,82.999,4
0.895,0.645,0.799,46,102.082,4
0.76,0.579,0.686,39,81.837,4
0.717,0.561,0.673,50,93.116,4
0.777,0.601,0.68,66,97.911,4
0.652,0.753,0.727,15,94.934,4
0.837,0.504,0.732,22,81.49,4
0.69,0.722,0.661,26,92.208,4
0.795,0.523,0.855,70,133.024,4
0.67,0.518,0.53,43,71.017,4
0.621,0.481,0.679,61,65.004,4
0.86,0.604,0.874,34,95.094,4
0.662,0.507,0.676,77,86.412,4
0.623,0.503,0.494,37,78.951,4
0.713,0.458,0.766,15,138.284,4
0.792,0.627,0.848,26,91.082,4
0.824,0.708,0.767,43,101.854,4
0.739,0.456,0.658,29,94.893,4
0.817,0.584,0.501,54,99.947,4
0.764,0.502,0.779,44,95.952,4
0.713,0.37,0.334,34,118.108,4
0.627,0.675,0.519,43,89.973,4
0.816,0.5,0.649,70,124.037,4
0.713,0.471,0.781,67,199.765,4
0.77,0.475,0.474,67,82.511,4
0.832,0.544,0.928,69,119.49,4
0.868,0.629,0.872,29,101.291,4
0.715,0.833,0.612,72,95.487,4
0.673,0.888,0.801,29,110.772,4
0.605,0.831,0.693,29,93.998,4
0.595,0.736,0.521,45,167.669,4
0.877,0.854,0.54,51,114.472,4
0.867,0.517,0.866,71,133.148,4
0.792,0.897,0.9,30,120.639,4
0.783,0.562,0.613,27,126.69,4
0.62,0.514,0.453,50,140.062,4
0.699,0.536,0.777,24,81.15,4
0.473,0.562,0.593,30,143.766,4
0.78,0.71,0.858,49,96.067,4
0.556,0.798,0.591,43,175.651,4
0.689,0.677,0.259,55,153.919,4
0.777,0.565,0.825,38,108.062,4
0.66,0.489,0.675,45,168.171,4
0.567,0.501,0.2,63,142.589,4
0.833,0.683,0.916,36,126.184,4
0.852,0.576,0.902,43,92.123,4
0.649,0.531,0.488,73,78.946,4
0.514,0.496,0.481,51,95.512,4
0.935,0.344,0.526,46,97.976,4
0.777,0.533,0.455,40,89.976,4
0.814,0.438,0.832,53,89.008,4
0.592,0.51,0.564,41,84.931,4
0.712,0.566,0.783,40,97.621,4
0.672,0.279,0.478,52,133.625,4
0.774,0.432,0.727,39,94.951,4
0.736,0.406,0.634,52,92.309,4
0.572,0.61,0.364,54,71.254,4
0.582,0.561,0.339,38,155.114,4
0.675,0.397,0.322,58,119.395,4
0.586,0.729,0.464,52,79.888,4
0.734,0.732,0.515,47,140.021,4
0.734,0.718,0.478,39,99.033,4
0.573,0.672,0.648,38,165.968,4
0.763,0.325,0.383,53,64.949,4
0.672,0.66,0.529,39,139.763,4
0.747,0.35,0.407,44,88.983,4
0.881,0.291,0.572,40,92.582,4
0.699,0.764,0.652,31,93.997,4
0.775,0.315,0.754,38,83.715,4
0.534,0.489,0.416,56,147.943,4
0.643,0.415,0.388,38,119.535,4
0.81,0.705,0.681,52,96.696,4
0.443,0.597,0.269,37,131.919,4
0.839,0.488,0.823,42,156.022,4
0.769,0.387,0.509,40,87.86,4
0.774,0.58,0.547,36,90.024,4
0.653,0.468,0.199,59,96.931,4
0.892,0.685,0.61,53,95.958,4
0.595,0.539,0.71,36,81.996,4
0.682,0.378,0.598,45,91.403,4
0.432,0.822,0.386,46,153.014,4
0.639,0.316,0.193,37,85.063,4
0.646,0.843,0.729,46,77.084,4
0.632,0.41,0.396,33,136.191,4
0.436,0.601,0.357,41,70.435,4
0.704,0.379,0.465,60,78.91,4
0.632,0.41,0.33,47,71.972,4
0.738,0.382,0.636,47,83.126,4
0.739,0.48,0.663,39,140.071,4
0.644,0.341,0.14,40,76.727,4
0.738,0.295,0.539,26,79.939,4
0.529,0.522,0.415,37,82.837,4
0.633,0.616,0.52,35,87.283,4
0.721,0.788,0.649,33,91.522,4
0.713,0.541,0.28,54,75.714,4
0.723,0.351,0.284,34,137.934,4
0.684,0.396,0.166,32,96.984,4
0.697,0.57,0.625,30,165.683,4
0.73,0.538,0.515,40,120.027,4
0.751,0.711,0.883,28,100.877,4
0.513,0.552,0.34,26,135.728,4
0.523,0.673,0.413,31,149.497,4
0.699,0.455,0.755,23,86.66,4
0.596,0.595,0.411,31,86.676,4
0.707,0.539,0.747,45,140.021,4
0.558,0.695,0.621,47,169.564,4
0.552,0.403,0.394,55,67.531,4
0.618,0.738,0.741,36,82.29,4
0.679,0.635,0.349,26,75.952,4
0.628,0.496,0.203,43,76.655,4
0.677,0.63,0.625,39,72.954,4
0.569,0.589,0.409,55,130.865,4
0.787,0.39,0.635,23,86.985,4
0.685,0.404,0.473,45,131.846,4
0.773,0.309,0.42,51,128.105,4
0.732,0.42,0.473,51,137.45,4
0.67,0.442,0.399,36,78.084,4
0.683,0.546,0.735,43,90.018,4
0.718,0.501,0.587,28,96.076,4
0.619,0.524,0.577,32,96.056,4
0.656,0.264,0.464,26,129.504,4
0.76,0.542,0.455,30,89.665,4
0.809,0.457,0.623,33,96.331,4
0.585,0.311,0.385,27,125.936,4
0.507,0.497,0.307,36,89.637,4
0.608,0.569,0.346,53,72.076,4
0.769,0.449,0.481,33,113.89,4
0.599,0.468,0.628,36,140.043,4
0.761,0.644,0.917,48,101.015,4
0.689,0.562,0.21,36,133.987,4
0.673,0.456,0.32,36,83.08,4
0.768,0.369,0.537,27,76.037,4
0.65,0.772,0.783,34,152.047,4
0.653,0.777,0.734,22,91.035,4
0.389,0.616,0.716,41,145.461,4
0.624,0.562,0.224,22,82.002,4
0.767,0.328,0.507,36,137.16,4
0.783,0.516,0.741,36,77.021,4
0.889,0.485,0.908,19,105.919,4
0.441,0.484,0.319,28,67.5,4
0.746,0.457,0.467,37,92.025,4
0.549,0.491,0.728,38,203.818,4
0.75,0.458,0.536,66,83.61,4
0.7,0.638,0.593,25,95.949,4
0.691,0.742,0.722,34,90.102,4
0.66,0.584,0.238,26,87.048,4
0.626,0.596,0.461,21,88.017,4
0.795,0.492,0.463,36,120.013,4
0.866,0.53,0.203,84,104.952,4
0.685,0.667,0.643,76,95.518,4
0.422,0.546,0.385,76,74.741,4
0.655,0.351,0.316,63,141.689,4
0.74,0.465,0.276,70,116.741,4
0.646,0.335,0.419,67,167.927,4
0.84,0.63,0.656,66,76.059,4
0.694,0.744,0.425,56,99.941,4
0.579,0.632,0.76,69,120.258,4
0.598,0.412,0.431,37,146.039,4
0.568,0.764,0.625,82,179.985,4
0.753,0.635,0.313,58,123.892,4
0.59,0.598,0.34,69,156.073,4
0.668,0.892,0.478,89,95.927,4
0.734,0.511,0.727,59,124.995,4
0.525,0.637,0.322,50,84.72,4
0.678,0.438,0.501,74,81.498,4
0.586,0.808,0.455,68,95.979,4
0.492,0.698,0.749,71,94.59,4
0.726,0.408,0.459,80,115.918,4
0.827,0.469,0.196,81,97.028,4
0.757,0.737,0.635,80,98.057,4
0.915,0.588,0.329,75,123.936,4
0.786,0.428,0.556,77,97.001,4
0.74,0.766,0.64,47,139.969,4
0.711,0.697,0.664,15,90.022,4
0.664,0.61,0.472,72,76.024,4
0.756,0.486,0.586,67,98.05,4
0.679,0.728,0.46,80,152.001,4
0.698,0.454,0.137,79,92.932,4
0.597,0.733,0.639,44,171.016,4
0.552,0.629,0.331,36,151.543,4
0.691,0.621,0.392,69,132.937,4
0.693,0.573,0.457,69,129.931,4
0.707,0.543,0.824,72,144.18,4
0.679,0.579,0.482,13,76.348,4
0.682,0.681,0.516,55,87.469,4
0.424,0.419,0.119,64,86.5,4
0.517,0.541,0.123,62,139.076,4
0.784,0.416,0.259,68,147.994,4
0.745,0.728,0.39,76,120.099,4
0.799,0.301,0.511,78,100.026,4
0.528,0.466,0.41,55,119.135,4
0.556,0.437,0.112,69,125.662,4
0.726,0.636,0.362,74,111.097,4
0.61,0.676,0.464,51,90.028,4
0.62,0.282,0.193,46,124.609,4
0.47,0.299,0.507,56,84.624,4
0.518,0.63,0.576,48,195.958,4
0.695,0.746,0.576,67,91.698,4
0.758,0.534,0.719,63,132.94,4
0.616,0.204,0.419,14,79.826,4
0.894,0.307,0.48,60,120.001,4
0.562,0.532,0.393,27,122.141,4
0.645,0.667,0.465,48,95.169,4
0.804,0.509,0.472,70,120.074,4
0.826,0.365,0.802,67,85.244,4
0.501,0.301,0.179,57,122.934,4
0.723,0.464,0.531,55,137.983,4
0.914,0.765,0.844,13,105.922,4
0.485,0.488,0.262,48,77.036,4
0.674,0.415,0.632,57,73.965,4
0.645,0.541,0.411,65,95.061,4
0.656,0.432,0.0897,10,97.022,4
0.637,0.772,0.7,29,160.939,4
0.738,0.617,0.783,64,130.096,4
0.632,0.469,0.446,39,83.001,4
0.54,0.401,0.24,73,152.974,4
0.794,0.525,0.265,27,160.119,4
0.77,0.178,0.262,13,95.946,4
0.712,0.541,0.487,26,119.413,4
0.498,0.726,0.315,47,125.128,4
0.749,0.346,0.801,54,203.776,4
0.62,0.613,0.483,63,82.43,4
0.517,0.58,0.649,57,171.505,4
0.563,0.751,0.487,56,85.789,4
0.781,0.633,0.795,62,107.074,4
0.394,0.433,0.394,55,118.988,4
0.634,0.496,0.546,63,119.627,4
0.737,0.597,0.448,15,92.049,4
0.608,0.651,0.252,55,89.097,4
0.534,0.578,0.252,57,159.832,4
0.785,0.379,0.182,66,122.043,4
0.686,0.332,0.0745,58,80.994,4
0.597,0.462,0.377,57,71.578,4
0.668,0.424,0.55,47,80.55,4
0.705,0.254,0.458,20,87.048,4
0.734,0.479,0.409,57,90.029,4
0.856,0.213,0.206,53,81.999,4
0.639,0.914,0.966,39,94.823,4
0.778,0.193,0.381,43,76.017,4
0.471,0.466,0.104,53,102.988,4
0.788,0.431,0.719,25,96.063,4
0.566,0.188,0.0376,35,59.056,4
0.574,0.453,0.503,42,84.027,4
0.772,0.256,0.357,74,118.902,4
0.566,0.487,0.414,38,98.025,4
0.499,0.429,0.277,48,117.751,4
0.827,0.491,0.647,56,93.019,4
0.479,0.646,0.369,45,149.096,4
0.802,0.607,0.274,67,96.916,4
0.775,0.795,0.796,59,95.212,4
0.74,0.242,0.331,62,131.987,4
0.695,0.558,0.768,40,171.887,4
0.806,0.383,0.393,36,90.043,4
0.744,0.406,0.494,40,80.001,4
0.704,0.487,0.313,75,121.726,4
0.817,0.336,0.197,20,92.04,4
0.803,0.515,0.2,50,78.021,4
0.772,0.358,0.489,29,112.014,4
0.847,0.552,0.337,30,91.874,4
0.713,0.387,0.539,53,129.908,4
0.672,0.455,0.483,17,82.058,4
0.625,0.439,0.551,39,76.043,4
0.608,0.548,0.397,40,88.034,4
0.548,0.65,0.439,30,96.783,4
0.734,0.326,0.533,45,80.042,4
0.693,0.509,0.495,33,84.993,4
0.771,0.416,0.343,31,78.612,4
0.826,0.506,0.623,24,118.97,4
0.719,0.265,0.273,65,80.021,4
0.781,0.373,0.669,67,117.98,4
0.737,0.521,0.718,23,170.103,4
0.857,0.248,0.518,16,130.757,4
0.817,0.312,0.456,29,112.11,4
0.488,0.515,0.49,17,135.029,4
0.756,0.458,0.551,58,87.893,4
0.491,0.253,0.422,49,84.33,4
0.64,0.456,0.42,49,73.111,4
0.498,0.47,0.0768,24,82.977,4
0.665,0.364,0.364,12,77.989,4
0.634,0.417,0.52,59,123.075,4
0.66,0.586,0.195,13,74.996,4
0.844,0.421,0.488,18,108.331,4
0.4,0.554,0.319,11,111.98,4
0.451,0.699,0.627,35,98.453,4
